"","Month","Series_ID","Title","Employed"
"116157",2009 Jun,"CEU6562200001","Education and Health Services: Hospitals",4670.4
"116158",2009 Jul,"CEU6562200001","Education and Health Services: Hospitals",4682.2
"116159",2009 Aug,"CEU6562200001","Education and Health Services: Hospitals",4674.8
"116160",2009 Sep,"CEU6562200001","Education and Health Services: Hospitals",4662.9
"116161",2009 Oct,"CEU6562200001","Education and Health Services: Hospitals",4674.6
"116162",2009 Nov,"CEU6562200001","Education and Health Services: Hospitals",4676.8
"116163",2009 Dec,"CEU6562200001","Education and Health Services: Hospitals",4677.8
"116164",2010 Jan,"CEU6562200001","Education and Health Services: Hospitals",4670.6
"116165",2010 Feb,"CEU6562200001","Education and Health Services: Hospitals",4665.7
"116166",2010 Mar,"CEU6562200001","Education and Health Services: Hospitals",4665.7
"116167",2010 Apr,"CEU6562200001","Education and Health Services: Hospitals",4664.9
"116168",2010 May,"CEU6562200001","Education and Health Services: Hospitals",4662.2
"116169",2010 Jun,"CEU6562200001","Education and Health Services: Hospitals",4681.6
"116170",2010 Jul,"CEU6562200001","Education and Health Services: Hospitals",4688.9
"116171",2010 Aug,"CEU6562200001","Education and Health Services: Hospitals",4688.2
"116172",2010 Sep,"CEU6562200001","Education and Health Services: Hospitals",4676.9
"116173",2010 Oct,"CEU6562200001","Education and Health Services: Hospitals",4683.9
"116174",2010 Nov,"CEU6562200001","Education and Health Services: Hospitals",4694.7
"116175",2010 Dec,"CEU6562200001","Education and Health Services: Hospitals",4698.8
"116176",2011 Jan,"CEU6562200001","Education and Health Services: Hospitals",4687.3
"116177",2011 Feb,"CEU6562200001","Education and Health Services: Hospitals",4686.1
"116178",2011 Mar,"CEU6562200001","Education and Health Services: Hospitals",4698.7
"116179",2011 Apr,"CEU6562200001","Education and Health Services: Hospitals",4705.4
"116180",2011 May,"CEU6562200001","Education and Health Services: Hospitals",4706.5
"116181",2011 Jun,"CEU6562200001","Education and Health Services: Hospitals",4723.2
"116182",2011 Jul,"CEU6562200001","Education and Health Services: Hospitals",4737.2
"116183",2011 Aug,"CEU6562200001","Education and Health Services: Hospitals",4733.6
"116184",2011 Sep,"CEU6562200001","Education and Health Services: Hospitals",4736.1
"116185",2011 Oct,"CEU6562200001","Education and Health Services: Hospitals",4741.7
"116186",2011 Nov,"CEU6562200001","Education and Health Services: Hospitals",4751
"116187",2011 Dec,"CEU6562200001","Education and Health Services: Hospitals",4753.4
"116188",2012 Jan,"CEU6562200001","Education and Health Services: Hospitals",4756.2
"116189",2012 Feb,"CEU6562200001","Education and Health Services: Hospitals",4764.7
"116190",2012 Mar,"CEU6562200001","Education and Health Services: Hospitals",4773
"116191",2012 Apr,"CEU6562200001","Education and Health Services: Hospitals",4765.6
"116192",2012 May,"CEU6562200001","Education and Health Services: Hospitals",4764.8
"116193",2012 Jun,"CEU6562200001","Education and Health Services: Hospitals",4779.2
"116194",2012 Jul,"CEU6562200001","Education and Health Services: Hospitals",4789.1
"116195",2012 Aug,"CEU6562200001","Education and Health Services: Hospitals",4784.9
"116196",2012 Sep,"CEU6562200001","Education and Health Services: Hospitals",4780.2
"116197",2012 Oct,"CEU6562200001","Education and Health Services: Hospitals",4789.4
"116198",2012 Nov,"CEU6562200001","Education and Health Services: Hospitals",4798.4
"116199",2012 Dec,"CEU6562200001","Education and Health Services: Hospitals",4802.2
"116200",2013 Jan,"CEU6562200001","Education and Health Services: Hospitals",4780.7
"116201",2013 Feb,"CEU6562200001","Education and Health Services: Hospitals",4786.3
"116202",2013 Mar,"CEU6562200001","Education and Health Services: Hospitals",4792.2
"116203",2013 Apr,"CEU6562200001","Education and Health Services: Hospitals",4791.2
"116204",2013 May,"CEU6562200001","Education and Health Services: Hospitals",4779.8
"116205",2013 Jun,"CEU6562200001","Education and Health Services: Hospitals",4786.5
"116206",2013 Jul,"CEU6562200001","Education and Health Services: Hospitals",4789.8
"116207",2013 Aug,"CEU6562200001","Education and Health Services: Hospitals",4786.8
"116208",2013 Sep,"CEU6562200001","Education and Health Services: Hospitals",4778.6
"116209",2013 Oct,"CEU6562200001","Education and Health Services: Hospitals",4781.7
"116210",2013 Nov,"CEU6562200001","Education and Health Services: Hospitals",4789.8
"116211",2013 Dec,"CEU6562200001","Education and Health Services: Hospitals",4785.6
"116212",2014 Jan,"CEU6562200001","Education and Health Services: Hospitals",4758.1
"116213",2014 Feb,"CEU6562200001","Education and Health Services: Hospitals",4758.1
"116214",2014 Mar,"CEU6562200001","Education and Health Services: Hospitals",4767.3
"116215",2014 Apr,"CEU6562200001","Education and Health Services: Hospitals",4762.1
"116216",2014 May,"CEU6562200001","Education and Health Services: Hospitals",4773.8
"116217",2014 Jun,"CEU6562200001","Education and Health Services: Hospitals",4781.8
"116218",2014 Jul,"CEU6562200001","Education and Health Services: Hospitals",4785.2
"116219",2014 Aug,"CEU6562200001","Education and Health Services: Hospitals",4794.2
"116220",2014 Sep,"CEU6562200001","Education and Health Services: Hospitals",4797.5
"116221",2014 Oct,"CEU6562200001","Education and Health Services: Hospitals",4810.1
"116222",2014 Nov,"CEU6562200001","Education and Health Services: Hospitals",4821.6
"116223",2014 Dec,"CEU6562200001","Education and Health Services: Hospitals",4832
"116224",2015 Jan,"CEU6562200001","Education and Health Services: Hospitals",4827.4
"116225",2015 Feb,"CEU6562200001","Education and Health Services: Hospitals",4838.7
"116226",2015 Mar,"CEU6562200001","Education and Health Services: Hospitals",4853.3
"116227",2015 Apr,"CEU6562200001","Education and Health Services: Hospitals",4859.3
"116228",2015 May,"CEU6562200001","Education and Health Services: Hospitals",4868.2
"116229",2015 Jun,"CEU6562200001","Education and Health Services: Hospitals",4880
"116230",2015 Jul,"CEU6562200001","Education and Health Services: Hospitals",4905.6
"116231",2015 Aug,"CEU6562200001","Education and Health Services: Hospitals",4915.2
"116232",2015 Sep,"CEU6562200001","Education and Health Services: Hospitals",4927.2
"116233",2015 Oct,"CEU6562200001","Education and Health Services: Hospitals",4947.1
"116234",2015 Nov,"CEU6562200001","Education and Health Services: Hospitals",4960.8
"116235",2015 Dec,"CEU6562200001","Education and Health Services: Hospitals",4967.3
"116236",2016 Jan,"CEU6562200001","Education and Health Services: Hospitals",4966.8
"116237",2016 Feb,"CEU6562200001","Education and Health Services: Hospitals",4973.9
"116238",2016 Mar,"CEU6562200001","Education and Health Services: Hospitals",4979.9
"116239",2016 Apr,"CEU6562200001","Education and Health Services: Hospitals",4993.7
"116240",2016 May,"CEU6562200001","Education and Health Services: Hospitals",4993
"116241",2016 Jun,"CEU6562200001","Education and Health Services: Hospitals",5011.7
"116242",2016 Jul,"CEU6562200001","Education and Health Services: Hospitals",5028.9
"116243",2016 Aug,"CEU6562200001","Education and Health Services: Hospitals",5030.1
"116244",2016 Sep,"CEU6562200001","Education and Health Services: Hospitals",5037
"116245",2016 Oct,"CEU6562200001","Education and Health Services: Hospitals",5043.8
"116246",2016 Nov,"CEU6562200001","Education and Health Services: Hospitals",5059.4
"116247",2016 Dec,"CEU6562200001","Education and Health Services: Hospitals",5063.9
"116248",2017 Jan,"CEU6562200001","Education and Health Services: Hospitals",5042.9
"116249",2017 Feb,"CEU6562200001","Education and Health Services: Hospitals",5050.1
"116250",2017 Mar,"CEU6562200001","Education and Health Services: Hospitals",5059
"116251",2017 Apr,"CEU6562200001","Education and Health Services: Hospitals",5050.7
"116252",2017 May,"CEU6562200001","Education and Health Services: Hospitals",5047.8
"116253",2017 Jun,"CEU6562200001","Education and Health Services: Hospitals",5069.1
"116254",2017 Jul,"CEU6562200001","Education and Health Services: Hospitals",5080.8
"116255",2017 Aug,"CEU6562200001","Education and Health Services: Hospitals",5081.2
"116256",2017 Sep,"CEU6562200001","Education and Health Services: Hospitals",5085.8
"116257",2017 Oct,"CEU6562200001","Education and Health Services: Hospitals",5092.4
"116258",2017 Nov,"CEU6562200001","Education and Health Services: Hospitals",5093.9
"116259",2017 Dec,"CEU6562200001","Education and Health Services: Hospitals",5107.8
"116260",2018 Jan,"CEU6562200001","Education and Health Services: Hospitals",5093.2
"116261",2018 Feb,"CEU6562200001","Education and Health Services: Hospitals",5104.7
"116262",2018 Mar,"CEU6562200001","Education and Health Services: Hospitals",5111.9
"116263",2018 Apr,"CEU6562200001","Education and Health Services: Hospitals",5114.2
"116264",2018 May,"CEU6562200001","Education and Health Services: Hospitals",5112.8
"116265",2018 Jun,"CEU6562200001","Education and Health Services: Hospitals",5138
"116266",2018 Jul,"CEU6562200001","Education and Health Services: Hospitals",5151.4
"116267",2018 Aug,"CEU6562200001","Education and Health Services: Hospitals",5158.5
"116268",2018 Sep,"CEU6562200001","Education and Health Services: Hospitals",5165.3
"116269",2018 Oct,"CEU6562200001","Education and Health Services: Hospitals",5185.3
"116270",2018 Nov,"CEU6562200001","Education and Health Services: Hospitals",5198.6
"116271",2018 Dec,"CEU6562200001","Education and Health Services: Hospitals",5207.4
"116272",2019 Jan,"CEU6562200001","Education and Health Services: Hospitals",5199
"116273",2019 Feb,"CEU6562200001","Education and Health Services: Hospitals",5206
"116274",2019 Mar,"CEU6562200001","Education and Health Services: Hospitals",5217.3
"116275",2019 Apr,"CEU6562200001","Education and Health Services: Hospitals",5219.1
"116276",2019 May,"CEU6562200001","Education and Health Services: Hospitals",5217
"116277",2019 Jun,"CEU6562200001","Education and Health Services: Hospitals",5243.1
"116278",2019 Jul,"CEU6562200001","Education and Health Services: Hospitals",5248.7
"116279",2019 Aug,"CEU6562200001","Education and Health Services: Hospitals",5262.1
"116280",2019 Sep,"CEU6562200001","Education and Health Services: Hospitals",5268.1
"116281",1939 Jan,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116282",1939 Feb,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116283",1939 Mar,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116284",1939 Apr,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116285",1939 May,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116286",1939 Jun,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116287",1939 Jul,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116288",1939 Aug,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116289",1939 Sep,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116290",1939 Oct,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116291",1939 Nov,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116292",1939 Dec,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116293",1940 Jan,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116294",1940 Feb,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116295",1940 Mar,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116296",1940 Apr,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116297",1940 May,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116298",1940 Jun,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116299",1940 Jul,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116300",1940 Aug,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116301",1940 Sep,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116302",1940 Oct,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116303",1940 Nov,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116304",1940 Dec,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116305",1941 Jan,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116306",1941 Feb,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116307",1941 Mar,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116308",1941 Apr,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116309",1941 May,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116310",1941 Jun,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116311",1941 Jul,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116312",1941 Aug,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116313",1941 Sep,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116314",1941 Oct,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116315",1941 Nov,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116316",1941 Dec,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116317",1942 Jan,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116318",1942 Feb,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116319",1942 Mar,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
"116320",1942 Apr,"CEU6562300001","Education and Health Services: Nursing and Residential Care Facilities",NA
